map,result,team1_world_rank,team2_world_rank,1_top_Times played,1_top_wins,1_top_draws,1_top_losses,1_top_Total rounds played,1_top_Rounds won,1_top_Win percent,1_top_Pistol rounds,1_top_Pistol rounds won,1_top_Pistol round win percent,1_top_CT round win percent,1_top_T round win percent,1_All_Times played,1_All_wins,1_All_draws,1_All_losses,1_All_Total rounds played,1_All_Rounds won,1_All_Win percent,1_All_Pistol rounds,1_All_Pistol rounds won,1_All_Pistol round win percent,1_All_CT round win percent,1_All_T round win percent,2_top_Times played,2_top_wins,2_top_draws,2_top_losses,2_top_Total rounds played,2_top_Rounds won,2_top_Win percent,2_top_Pistol rounds,2_top_Pistol rounds won,2_top_Pistol round win percent,2_top_CT round win percent,2_top_T round win percent,2_All_Times played,2_All_wins,2_All_draws,2_All_losses,2_All_Total rounds played,2_All_Rounds won,2_All_Win percent,2_All_Pistol rounds,2_All_Pistol rounds won,2_All_Pistol round win percent,2_All_CT round win percent,2_All_T round win percent
Inferno,1,39,200,11,6,0,5,313,161,0.545,22,13,0.591,0.548,0.471,11,6,0,5,313,161,0.545,22,13,0.591,0.548,0.471,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,4,1,0,3,126,57,0.25,8,6,0.75,0.449,0.456
Dust2,-1,39,200,11,5,0,6,278,131,0.455,22,12,0.545,0.488,0.459,11,5,0,6,278,131,0.455,22,12,0.545,0.488,0.459,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Ancient,1,39,200,12,6,0,6,312,166,0.5,24,15,0.625,0.645,0.404,12,6,0,6,312,166,0.5,24,15,0.625,0.645,0.404,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,5,2,0,3,126,61,0.4,10,6,0.6,0.667,0.36
Mirage,1,186,71,2,1,0,1,43,24,0.5,4,2,0.5,0.692,0.5,2,1,0,1,43,24,0.5,4,2,0.5,0.692,0.5,7,4,0,3,191,98,0.571,14,6,0.429,0.674,0.381,7,4,0,3,191,98,0.571,14,6,0.429,0.674,0.381
Overpass,-1,186,71,1,0,0,1,18,2,0.0,2,0,0.0,0.133,0.0,1,0,0,1,18,2,0.0,2,0,0.0,0.133,0.0,3,3,0,0,84,48,1.0,6,3,0.5,0.778,0.333,3,3,0,0,84,48,1.0,6,3,0.5,0.778,0.333
Inferno,1,186,71,2,1,0,1,53,28,0.5,4,0,0.0,0.5,0.56,2,1,0,1,53,28,0.5,4,0,0.0,0.5,0.56,10,5,0,5,245,120,0.5,20,9,0.45,0.439,0.534,10,5,0,5,245,120,0.5,20,9,0.45,0.439,0.534
Ancient,-1,52,71,11,5,0,6,308,152,0.455,22,10,0.455,0.656,0.325,11,5,0,6,308,152,0.455,22,10,0.455,0.656,0.325,8,7,0,1,228,128,0.875,16,9,0.562,0.661,0.455,8,7,0,1,228,128,0.875,16,9,0.562,0.661,0.455
Nuke,1,52,71,15,8,0,7,389,207,0.533,30,14,0.467,0.591,0.446,15,8,0,7,389,207,0.533,30,14,0.467,0.591,0.446,5,3,0,2,128,69,0.6,10,6,0.6,0.627,0.415,5,3,0,2,128,69,0.6,10,6,0.6,0.627,0.415
Mirage,-1,52,71,11,7,0,4,297,154,0.636,22,9,0.409,0.582,0.466,11,7,0,4,297,154,0.636,22,9,0.409,0.582,0.466,13,6,0,7,387,186,0.462,26,10,0.385,0.524,0.44,13,6,0,7,387,186,0.462,26,10,0.385,0.524,0.44
Inferno,1,28,67,23,15,0,8,634,345,0.652,46,27,0.587,0.548,0.54,23,15,0,8,634,345,0.652,46,27,0.587,0.548,0.54,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,21,13,0,8,549,301,0.619,42,28,0.667,0.502,0.588
Overpass,-1,28,67,19,14,0,5,463,256,0.737,38,22,0.579,0.636,0.496,19,14,0,5,463,256,0.737,38,22,0.579,0.636,0.496,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,10,3,0,7,270,122,0.3,20,9,0.45,0.487,0.404
Mirage,-1,28,67,15,11,0,4,414,226,0.733,30,7,0.233,0.625,0.466,15,11,0,4,414,226,0.733,30,7,0.233,0.625,0.466,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,17,10,0,7,439,228,0.588,34,20,0.588,0.563,0.468
Mirage,1,29,59,7,3,0,4,202,97,0.429,14,8,0.571,0.547,0.406,7,3,0,4,202,97,0.429,14,8,0.571,0.547,0.406,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,19,13,0,6,526,284,0.684,38,15,0.395,0.658,0.413
Overpass,1,29,59,8,6,0,2,190,113,0.75,16,9,0.562,0.632,0.558,8,6,0,2,190,113,0.75,16,9,0.562,0.632,0.558,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,18,8,0,10,464,233,0.444,36,14,0.389,0.617,0.389
Dust2,1,200,200,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Inferno,-1,200,200,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Mirage,1,200,200,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Inferno,1,200,200,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Ancient,1,200,200,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Dust2,-1,22,27,6,3,0,3,182,91,0.5,12,3,0.25,0.488,0.51,20,13,0,7,551,299,0.65,40,17,0.425,0.568,0.521,2,0,0,2,66,31,0.0,4,1,0.25,0.424,0.515,2,0,0,2,66,31,0.0,4,1,0.25,0.424,0.515
Overpass,-1,22,27,3,1,0,2,79,33,0.333,6,4,0.667,0.529,0.333,12,9,0,3,315,174,0.75,24,17,0.708,0.624,0.481,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,26,16,1.0,2,0,0.0,0.667,0.545
Inferno,-1,112,200,9,1,0,8,233,91,0.111,18,10,0.556,0.385,0.398,9,1,0,8,233,91,0.111,18,10,0.556,0.385,0.398,2,0,0,2,65,27,0.0,4,2,0.5,0.483,0.361,2,0,0,2,65,27,0.0,4,2,0.5,0.483,0.361
Nuke,1,112,200,9,5,0,4,255,128,0.556,18,10,0.556,0.578,0.417,9,5,0,4,255,128,0.556,18,10,0.556,0.578,0.417,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Mirage,1,112,200,13,6,0,7,339,158,0.462,26,12,0.462,0.462,0.471,13,6,0,7,339,158,0.462,26,12,0.462,0.462,0.471,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Inferno,1,73,69,16,6,0,10,446,208,0.375,32,23,0.719,0.512,0.41,16,6,0,10,446,208,0.375,32,23,0.719,0.512,0.41,21,14,0,7,541,301,0.667,42,29,0.69,0.504,0.601,21,14,0,7,541,301,0.667,42,29,0.69,0.504,0.601
Nuke,1,73,69,20,10,0,10,569,274,0.5,40,19,0.475,0.551,0.425,20,10,0,10,569,274,0.5,40,19,0.475,0.551,0.425,14,8,0,6,399,200,0.571,28,17,0.607,0.551,0.453,14,8,0,6,399,200,0.571,28,17,0.607,0.551,0.453
Ancient,1,50,31,6,3,0,3,159,82,0.5,12,8,0.667,0.645,0.333,19,10,0,9,513,268,0.526,38,26,0.684,0.665,0.357,7,6,0,1,191,113,0.857,14,8,0.571,0.651,0.543,10,7,0,3,287,160,0.7,20,12,0.6,0.687,0.444
Nuke,1,50,31,8,7,0,1,211,125,0.875,16,7,0.438,0.664,0.519,22,13,0,9,579,295,0.591,44,19,0.432,0.609,0.417,5,0,0,5,134,51,0.0,10,3,0.3,0.538,0.232,6,0,0,6,160,61,0.0,12,5,0.417,0.5,0.262
Inferno,-1,97,40,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,20,12,0,8,542,284,0.6,40,24,0.6,0.57,0.487,20,12,0,8,542,284,0.6,40,24,0.6,0.57,0.487
Overpass,1,97,40,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,8,5,0,3,227,126,0.625,16,8,0.5,0.602,0.516,13,5,0,8,344,171,0.385,26,15,0.577,0.554,0.424,13,5,0,8,344,171,0.385,26,15,0.577,0.554,0.424
Nuke,-1,97,40,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,5,2,0,3,125,59,0.4,10,5,0.5,0.613,0.333,12,4,0,8,309,142,0.333,24,13,0.542,0.56,0.365,12,4,0,8,309,142,0.333,24,13,0.542,0.56,0.365
Nuke,-1,86,87,2,0,0,2,54,22,0.0,4,3,0.75,0.519,0.296,2,0,0,2,54,22,0.0,4,3,0.75,0.519,0.296,15,12,0,3,385,221,0.8,30,16,0.533,0.663,0.509,15,12,0,3,385,221,0.8,30,16,0.533,0.663,0.509
Overpass,1,86,87,4,3,0,1,95,58,0.75,8,6,0.75,0.674,0.551,4,3,0,1,95,58,0.75,8,6,0.75,0.674,0.551,8,2,0,6,220,93,0.25,16,9,0.562,0.535,0.269,8,2,0,6,220,93,0.25,16,9,0.562,0.535,0.269
Vertigo,-1,86,87,4,2,0,2,92,50,0.5,8,3,0.375,0.522,0.565,4,2,0,2,92,50,0.5,8,3,0.375,0.522,0.565,3,3,0,0,82,48,1.0,6,2,0.333,0.579,0.591,3,3,0,0,82,48,1.0,6,2,0.333,0.579,0.591
Ancient,-1,71,33,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9,8,0,1,258,144,0.889,18,10,0.556,0.647,0.464,13,8,0,5,362,189,0.615,26,11,0.423,0.592,0.461,13,8,0,5,362,189,0.615,26,11,0.423,0.592,0.461
Inferno,1,71,33,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,15,9,0,6,396,215,0.6,30,14,0.467,0.521,0.562,17,10,0,7,460,248,0.588,34,16,0.471,0.529,0.549,17,10,0,7,460,248,0.588,34,16,0.471,0.529,0.549
Overpass,-1,71,33,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,7,2,0,5,196,82,0.286,14,5,0.357,0.472,0.356,13,4,0,9,351,161,0.308,26,13,0.5,0.472,0.443,13,4,0,9,351,161,0.308,26,13,0.5,0.472,0.443
Mirage,1,31,64,9,7,0,2,269,145,0.778,18,11,0.611,0.607,0.483,9,7,0,2,269,145,0.778,18,11,0.611,0.607,0.483,4,3,0,1,127,67,0.75,8,6,0.75,0.6,0.472,18,13,0,5,552,299,0.722,36,20,0.556,0.598,0.495
Dust2,-1,31,64,10,7,0,3,279,149,0.7,20,9,0.45,0.571,0.496,10,7,0,3,279,149,0.7,20,9,0.45,0.571,0.496,2,0,0,2,45,13,0.0,4,3,0.75,0.4,0.2,10,6,0,4,261,134,0.6,20,10,0.5,0.635,0.4
Vertigo,1,31,64,12,6,0,6,316,161,0.5,24,17,0.708,0.554,0.465,12,6,0,6,316,161,0.5,24,17,0.708,0.554,0.465,4,1,0,3,108,53,0.25,8,5,0.625,0.617,0.333,9,5,0,4,230,127,0.556,18,12,0.667,0.568,0.533
Ancient,-1,52,34,7,3,0,4,186,89,0.429,14,7,0.5,0.602,0.355,12,5,0,7,338,166,0.417,24,11,0.458,0.64,0.337,16,9,0,7,421,228,0.562,32,21,0.656,0.647,0.432,16,9,0,7,421,228,0.562,32,21,0.656,0.647,0.432
Dust2,1,52,34,5,2,0,3,129,66,0.4,10,6,0.6,0.55,0.478,7,4,0,3,170,98,0.571,14,8,0.571,0.61,0.545,14,6,0,8,359,168,0.429,28,13,0.464,0.482,0.456,14,6,0,8,359,168,0.429,28,13,0.464,0.482,0.456
Overpass,-1,52,34,8,5,0,3,215,108,0.625,16,7,0.438,0.552,0.455,9,6,0,3,238,124,0.667,18,8,0.444,0.583,0.458,4,2,0,2,117,56,0.5,8,4,0.5,0.576,0.379,4,2,0,2,117,56,0.5,8,4,0.5,0.576,0.379
Nuke,-1,200,37,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,4,2,0,2,105,50,0.5,8,2,0.25,0.528,0.423,20,17,0,3,564,313,0.85,40,20,0.5,0.652,0.457,20,17,0,3,564,313,0.85,40,20,0.5,0.652,0.457
Inferno,-1,200,37,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,4,2,0,2,106,54,0.5,8,3,0.375,0.688,0.362,12,6,0,6,320,171,0.5,24,13,0.542,0.562,0.5,12,6,0,6,320,171,0.5,24,13,0.542,0.562,0.5
Inferno,1,67,200,14,11,0,3,361,208,0.786,28,12,0.429,0.674,0.478,14,11,0,3,361,208,0.786,28,12,0.429,0.674,0.478,2,1,0,1,55,28,0.5,4,2,0.5,0.52,0.5,2,1,0,1,55,28,0.5,4,2,0.5,0.52,0.5
Mirage,1,67,200,17,12,0,5,506,274,0.706,34,19,0.559,0.587,0.505,17,12,0,5,506,274,0.706,34,19,0.559,0.587,0.505,2,2,0,0,59,32,1.0,4,2,0.5,0.483,0.6,2,2,0,0,59,32,1.0,4,2,0.5,0.483,0.6
Nuke,1,83,200,15,12,0,3,386,221,0.8,30,14,0.467,0.665,0.505,15,12,0,3,386,221,0.8,30,14,0.467,0.665,0.505,1,1,0,0,30,16,1.0,2,2,1.0,0.467,0.6,1,1,0,0,30,16,1.0,2,2,1.0,0.467,0.6
Inferno,-1,83,200,8,1,0,7,206,83,0.125,16,3,0.188,0.459,0.352,8,1,0,7,206,83,0.125,16,3,0.188,0.459,0.352,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Ancient,1,83,200,5,2,0,3,136,71,0.4,10,6,0.6,0.647,0.397,5,2,0,3,136,71,0.4,10,6,0.6,0.647,0.397,1,1,0,0,60,31,1.0,2,1,0.5,0.633,0.4,1,1,0,0,60,31,1.0,2,1,0.5,0.633,0.4
Vertigo,-1,200,65,3,0,0,3,81,33,0.0,6,2,0.333,0.432,0.386,3,0,0,3,81,33,0.0,6,2,0.333,0.432,0.386,5,3,0,2,127,60,0.6,10,6,0.6,0.579,0.386,5,3,0,2,127,60,0.6,10,6,0.6,0.579,0.386
Inferno,-1,200,65,5,2,0,3,133,65,0.4,10,4,0.4,0.633,0.37,5,2,0,3,133,65,0.4,10,4,0.4,0.633,0.37,5,4,0,1,137,79,0.8,10,6,0.6,0.429,0.679,5,4,0,1,137,79,0.8,10,6,0.6,0.429,0.679
Nuke,-1,112,200,11,6,0,5,310,153,0.545,22,12,0.545,0.594,0.387,11,6,0,5,310,153,0.545,22,12,0.545,0.594,0.387,1,1,0,0,23,16,1.0,2,2,1.0,0.875,0.6,1,1,0,0,23,16,1.0,2,2,1.0,0.875,0.6
Vertigo,-1,112,200,10,6,0,4,270,133,0.6,20,10,0.5,0.467,0.519,10,6,0,4,270,133,0.6,20,10,0.5,0.467,0.519,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Overpass,-1,57,194,8,2,0,6,201,94,0.25,16,12,0.75,0.519,0.411,8,2,0,6,201,94,0.25,16,12,0.75,0.519,0.411,2,1,0,1,58,28,0.5,4,3,0.75,0.321,0.633,2,1,0,1,58,28,0.5,4,3,0.75,0.321,0.633
Ancient,1,57,194,8,4,0,4,220,109,0.5,16,10,0.625,0.541,0.45,8,4,0,4,220,109,0.5,16,10,0.625,0.541,0.45,1,0,0,1,36,17,0.0,2,1,0.5,0.444,0.5,1,0,0,1,36,17,0.0,2,1,0.5,0.444,0.5
Dust2,1,57,194,5,3,0,2,134,71,0.6,10,8,0.8,0.615,0.449,5,3,0,2,134,71,0.6,10,8,0.8,0.615,0.449,1,0,0,1,23,7,0.0,2,1,0.5,0.5,0.2,1,0,0,1,23,7,0.0,2,1,0.5,0.5,0.2
Overpass,-1,44,49,7,1,0,6,185,76,0.143,14,5,0.357,0.566,0.284,13,6,0,7,331,170,0.462,26,14,0.538,0.625,0.409,10,5,0,5,288,144,0.5,20,10,0.5,0.622,0.379,20,11,0,9,531,286,0.55,40,23,0.575,0.576,0.509
Dust2,1,44,49,5,2,0,3,137,61,0.4,10,5,0.5,0.536,0.353,7,4,0,3,189,93,0.571,14,7,0.5,0.532,0.453,4,2,0,2,108,56,0.5,8,5,0.625,0.583,0.438,6,3,0,3,162,84,0.5,12,7,0.583,0.545,0.486
Inferno,-1,44,49,10,2,0,8,252,109,0.2,20,10,0.5,0.5,0.384,20,11,0,9,515,266,0.55,40,22,0.55,0.576,0.471,10,6,0,4,275,144,0.6,20,9,0.45,0.523,0.524,18,13,0,5,488,276,0.722,36,17,0.472,0.56,0.571
Inferno,1,26,51,12,8,0,4,306,168,0.667,24,16,0.667,0.542,0.558,12,8,0,4,306,168,0.667,24,16,0.667,0.542,0.558,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,14,11,0,3,396,223,0.786,28,17,0.607,0.596,0.532
Ancient,1,26,51,7,5,0,2,176,105,0.714,14,5,0.357,0.628,0.561,7,5,0,2,176,105,0.714,14,5,0.357,0.628,0.561,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,6,4,0,2,156,83,0.667,12,8,0.667,0.629,0.453
Ancient,1,75,198,1,1,0,0,19,16,1.0,2,1,0.5,0.867,0.75,1,1,0,0,19,16,1.0,2,1,0.5,0.867,0.75,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Mirage,1,75,198,13,7,0,6,330,169,0.538,26,13,0.5,0.583,0.453,13,7,0,6,330,169,0.538,26,13,0.5,0.583,0.453,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Nuke,-1,82,60,10,6,0,4,313,164,0.6,20,11,0.55,0.646,0.42,10,6,0,4,313,164,0.6,20,11,0.55,0.646,0.42,9,4,0,5,272,129,0.444,18,10,0.556,0.514,0.431,9,4,0,5,272,129,0.444,18,10,0.556,0.514,0.431
Inferno,1,82,60,6,1,0,5,171,71,0.167,12,9,0.75,0.435,0.395,6,1,0,5,171,71,0.167,12,9,0.75,0.435,0.395,19,14,0,5,511,288,0.737,38,19,0.5,0.541,0.586,19,14,0,5,511,288,0.737,38,19,0.5,0.541,0.586
Overpass,-1,82,60,13,6,0,7,327,156,0.462,26,16,0.615,0.514,0.447,13,6,0,7,327,156,0.462,26,16,0.615,0.514,0.447,23,12,0,11,624,332,0.522,46,29,0.63,0.556,0.512,23,12,0,11,624,332,0.522,46,29,0.63,0.556,0.512
Inferno,-1,24,75,11,9,0,2,280,160,0.818,22,13,0.591,0.612,0.513,11,9,0,2,280,160,0.818,22,13,0.591,0.612,0.513,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,12,8,0,4,345,180,0.667,24,10,0.417,0.592,0.446
Nuke,1,82,24,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,10,6,0,4,307,164,0.6,20,12,0.6,0.634,0.457,14,12,0,2,351,211,0.857,28,18,0.643,0.696,0.497,14,12,0,2,351,211,0.857,28,18,0.643,0.696,0.497
Inferno,-1,82,24,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,4,1,0,3,125,57,0.25,8,7,0.875,0.484,0.429,11,9,0,2,280,160,0.818,22,13,0.591,0.612,0.513,11,9,0,2,280,160,0.818,22,13,0.591,0.612,0.513
Overpass,1,82,24,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,12,5,0,7,300,140,0.417,24,15,0.625,0.496,0.443,13,9,0,4,342,185,0.692,26,17,0.654,0.609,0.474,13,9,0,4,342,185,0.692,26,17,0.654,0.609,0.474
Overpass,1,127,200,8,4,0,4,195,97,0.5,16,9,0.562,0.6,0.389,8,4,0,4,195,97,0.5,16,9,0.562,0.6,0.389,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Inferno,-1,127,200,11,8,0,3,275,158,0.727,22,10,0.455,0.564,0.582,11,8,0,3,275,158,0.727,22,10,0.455,0.564,0.582,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Ancient,1,127,200,6,3,0,3,184,91,0.5,12,3,0.25,0.468,0.522,6,3,0,3,184,91,0.5,12,3,0.25,0.468,0.522,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Mirage,-1,145,200,4,2,0,2,93,47,0.5,8,5,0.625,0.488,0.52,4,2,0,2,93,47,0.5,8,5,0.625,0.488,0.52,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Nuke,-1,145,200,4,1,0,3,109,47,0.25,8,3,0.375,0.525,0.32,4,1,0,3,109,47,0.25,8,3,0.375,0.525,0.32,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Inferno,-1,46,26,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,3,3,0,0,73,48,1.0,6,5,0.833,0.657,0.658,7,4,0,3,191,97,0.571,14,7,0.5,0.56,0.46,11,7,0,4,295,159,0.636,22,11,0.5,0.557,0.523
Ancient,1,46,26,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,2,1,0,1,70,35,0.5,4,1,0.25,0.618,0.389,7,5,0,2,195,105,0.714,14,9,0.643,0.609,0.476,7,5,0,2,195,105,0.714,14,9,0.643,0.609,0.476
Dust2,-1,46,26,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,10,7,0,3,274,150,0.7,20,12,0.6,0.655,0.432,14,10,0,4,379,214,0.714,28,17,0.607,0.672,0.455
Overpass,-1,200,200,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Dust2,-1,200,200,2,1,0,1,52,26,0.5,4,1,0.25,0.615,0.385,2,1,0,1,52,26,0.5,4,1,0.25,0.615,0.385,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Inferno,-1,71,200,15,9,0,6,373,206,0.6,30,16,0.533,0.546,0.558,15,9,0,6,373,206,0.6,30,16,0.533,0.546,0.558,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Mirage,1,71,200,12,7,0,5,360,179,0.583,24,9,0.375,0.534,0.462,12,7,0,5,360,179,0.583,24,9,0.375,0.534,0.462,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Overpass,1,71,200,7,2,0,5,187,73,0.286,14,3,0.214,0.462,0.319,7,2,0,5,187,73,0.286,14,3,0.214,0.462,0.319,1,1,0,0,28,16,1.0,2,1,0.5,0.867,0.231,1,1,0,0,28,16,1.0,2,1,0.5,0.867,0.231
Ancient,1,119,115,2,2,0,0,64,35,1.0,4,3,0.75,0.742,0.364,2,2,0,0,64,35,1.0,4,3,0.75,0.742,0.364,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Dust2,-1,119,115,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0,0,1,27,11,0.0,2,0,0.0,0.467,0.333,1,0,0,1,27,11,0.0,2,0,0.0,0.467,0.333
Mirage,1,119,115,2,0,0,2,55,23,0.0,4,3,0.75,0.48,0.367,2,0,0,2,55,23,0.0,4,3,0.75,0.48,0.367,3,2,0,1,71,40,0.667,6,4,0.667,0.615,0.533,3,2,0,1,71,40,0.667,6,4,0.667,0.615,0.533
Inferno,-1,70,91,1,1,0,0,24,16,1.0,2,1,0.5,0.8,0.444,1,1,0,0,24,16,1.0,2,1,0.5,0.8,0.444,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Nuke,1,70,91,3,3,0,0,72,48,1.0,6,5,0.833,0.852,0.556,3,3,0,0,72,48,1.0,6,5,0.833,0.852,0.556,1,1,0,0,24,16,1.0,2,1,0.5,0.867,0.333,1,1,0,0,24,16,1.0,2,1,0.5,0.867,0.333
Vertigo,-1,70,91,1,1,0,0,19,16,1.0,2,1,0.5,0.867,0.75,1,1,0,0,19,16,1.0,2,1,0.5,0.867,0.75,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Mirage,1,46,34,1,1,0,0,24,16,1.0,2,0,0.0,0.667,0.667,2,2,0,0,51,32,1.0,4,2,0.5,0.524,0.7,4,1,0,3,110,52,0.25,8,4,0.5,0.518,0.426,7,3,0,4,197,96,0.429,14,7,0.5,0.545,0.427
Ancient,-1,46,34,2,1,0,1,54,32,0.5,4,3,0.75,0.656,0.5,3,2,0,1,89,51,0.667,6,3,0.5,0.673,0.45,12,5,0,7,330,164,0.417,24,18,0.75,0.598,0.398,15,8,0,7,393,212,0.533,30,20,0.667,0.644,0.429
Inferno,-1,46,34,2,1,0,1,42,19,0.5,4,2,0.5,0.474,0.435,4,3,0,1,92,51,0.75,8,5,0.625,0.59,0.528,8,4,0,4,243,115,0.5,16,8,0.5,0.523,0.414,12,7,0,5,336,177,0.583,24,15,0.625,0.568,0.477
Ancient,1,40,115,9,4,0,5,246,117,0.444,18,8,0.444,0.583,0.361,9,4,0,5,246,117,0.444,18,8,0.444,0.583,0.361,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0,0,1,28,12,0.0,2,0,0.0,0.733,0.077
Mirage,-1,40,115,9,3,0,6,272,128,0.333,18,8,0.444,0.548,0.381,9,3,0,6,272,128,0.333,18,8,0.444,0.548,0.381,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,4,2,0,2,101,54,0.5,8,5,0.625,0.585,0.5
Overpass,1,40,115,14,5,0,9,373,184,0.357,28,15,0.536,0.558,0.412,14,5,0,9,373,184,0.357,28,15,0.536,0.558,0.412,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,2,0,0,2,47,15,0.0,4,1,0.25,0.4,0.176
