map,result,team1_world_rank,team2_world_rank,1_top_Times played,1_top_wins,1_top_draws,1_top_losses,1_top_Total rounds played,1_top_Rounds won,1_top_Win percent,1_top_Pistol rounds,1_top_Pistol rounds won,1_top_Pistol round win percent,1_top_CT round win percent,1_top_T round win percent,1_All_Times played,1_All_wins,1_All_draws,1_All_losses,1_All_Total rounds played,1_All_Rounds won,1_All_Win percent,1_All_Pistol rounds,1_All_Pistol rounds won,1_All_Pistol round win percent,1_All_CT round win percent,1_All_T round win percent,2_top_Times played,2_top_wins,2_top_draws,2_top_losses,2_top_Total rounds played,2_top_Rounds won,2_top_Win percent,2_top_Pistol rounds,2_top_Pistol rounds won,2_top_Pistol round win percent,2_top_CT round win percent,2_top_T round win percent,2_All_Times played,2_All_wins,2_All_draws,2_All_losses,2_All_Total rounds played,2_All_Rounds won,2_All_Win percent,2_All_Pistol rounds,2_All_Pistol rounds won,2_All_Pistol round win percent,2_All_CT round win percent,2_All_T round win percent
Mirage,1,100,200,8,4,0,4,220,113,0.5,16,8,0.5,0.597,0.416,8,4,0,4,220,113,0.5,16,8,0.5,0.597,0.416,5,3,0,2,107,59,0.6,10,3,0.3,0.654,0.455,5,3,0,2,107,59,0.6,10,3,0.3,0.654,0.455
Mirage,1,200,200,1,1,0,0,23,16,1.0,2,2,1.0,0.667,0.75,1,1,0,0,23,16,1.0,2,2,1.0,0.667,0.75,1,0,0,1,30,14,0.0,2,1,0.5,0.533,0.4,1,0,0,1,30,14,0.0,2,1,0.5,0.533,0.4
Mirage,1,200,200,5,3,0,2,122,66,0.6,10,7,0.7,0.7,0.431,5,3,0,2,122,66,0.6,10,7,0.7,0.7,0.431,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Mirage,1,107,200,5,3,0,2,129,67,0.6,10,7,0.7,0.627,0.37,5,3,0,2,129,67,0.6,10,7,0.7,0.627,0.37,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Ancient,-1,200,107,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,8,4,0,4,197,90,0.5,16,8,0.5,0.442,0.468,8,4,0,4,197,90,0.5,16,8,0.5,0.442,0.468
Nuke,-1,200,200,1,0,0,1,23,7,0.0,2,1,0.5,0.267,0.375,1,0,0,1,23,7,0.0,2,1,0.5,0.267,0.375,7,5,0,2,163,101,0.714,14,10,0.714,0.718,0.513,7,5,0,2,163,101,0.714,14,10,0.714,0.718,0.513
Inferno,-1,200,200,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Overpass,-1,61,210,13,7,0,6,339,166,0.538,26,13,0.5,0.587,0.413,13,7,0,6,339,166,0.538,26,13,0.5,0.587,0.413,2,1,0,1,67,32,0.5,4,1,0.25,0.611,0.323,2,1,0,1,67,32,0.5,4,1,0.25,0.611,0.323
Vertigo,1,200,200,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,4,3,0,1,108,59,0.75,8,5,0.625,0.667,0.45,4,3,0,1,108,59,0.75,8,5,0.625,0.667,0.45
Vertigo,1,61,200,10,8,0,2,281,156,0.8,20,12,0.6,0.639,0.494,10,8,0,2,281,156,0.8,20,12,0.6,0.639,0.494,1,1,0,0,28,16,1.0,2,1,0.5,0.538,0.6,1,1,0,0,28,16,1.0,2,1,0.5,0.538,0.6
Overpass,1,210,125,3,2,0,1,96,48,0.667,6,2,0.333,0.647,0.333,3,2,0,1,96,48,0.667,6,2,0.333,0.647,0.333,7,4,0,3,176,94,0.571,14,8,0.571,0.671,0.407,7,4,0,3,176,94,0.571,14,8,0.571,0.671,0.407
Inferno,1,200,200,1,0,0,1,34,15,0.0,2,0,0.0,0.444,0.438,1,0,0,1,34,15,0.0,2,0,0.0,0.444,0.438,5,3,0,2,131,67,0.6,10,6,0.6,0.566,0.436,5,3,0,2,131,67,0.6,10,6,0.6,0.566,0.436
Inferno,1,200,200,1,1,0,0,34,19,1.0,2,2,1.0,0.562,0.556,1,1,0,0,34,19,1.0,2,2,1.0,0.562,0.556,1,1,0,0,29,16,1.0,2,1,0.5,0.286,0.8,1,1,0,0,29,16,1.0,2,1,0.5,0.286,0.8
Inferno,1,200,200,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0,0,1,29,13,0.0,2,1,0.5,0.2,0.714,1,0,0,1,29,13,0.0,2,1,0.5,0.2,0.714
Nuke,1,200,200,2,0,0,2,45,13,0.0,4,3,0.75,0.273,0.304,2,0,0,2,45,13,0.0,4,3,0.75,0.273,0.304,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Mirage,-1,200,107,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,7,5,0,2,178,99,0.714,14,10,0.714,0.69,0.385,7,5,0,2,178,99,0.714,14,10,0.714,0.69,0.385
Overpass,1,86,127,4,3,0,1,95,58,0.75,8,6,0.75,0.674,0.551,4,3,0,1,95,58,0.75,8,6,0.75,0.674,0.551,8,4,0,4,195,97,0.5,16,9,0.562,0.6,0.389,8,4,0,4,195,97,0.5,16,9,0.562,0.6,0.389
Overpass,1,138,160,4,3,0,1,115,64,0.75,8,3,0.375,0.673,0.45,4,3,0,1,115,64,0.75,8,3,0.375,0.673,0.45,5,4,0,1,151,80,0.8,10,6,0.6,0.58,0.471,5,4,0,1,151,80,0.8,10,6,0.6,0.58,0.471
Mirage,1,107,95,2,2,0,0,49,32,1.0,4,3,0.75,0.654,0.652,2,2,0,0,49,32,1.0,4,3,0.75,0.654,0.652,8,6,0,2,201,115,0.75,16,11,0.688,0.687,0.419,8,6,0,2,201,115,0.75,16,11,0.688,0.687,0.419
Dust2,-1,183,112,1,0,0,1,23,7,0.0,2,0,0.0,0.467,0.0,1,0,0,1,23,7,0.0,2,0,0.0,0.467,0.0,2,2,0,0,46,32,1.0,4,4,1.0,0.783,0.609,2,2,0,0,46,32,1.0,4,4,1.0,0.783,0.609
Mirage,1,134,85,2,0,0,2,56,24,0.0,4,2,0.5,0.467,0.385,2,0,0,2,56,24,0.0,4,2,0.5,0.467,0.385,1,0,0,1,42,20,0.0,2,1,0.5,0.714,0.238,1,0,0,1,42,20,0.0,2,1,0.5,0.714,0.238
Inferno,1,85,183,2,2,0,0,52,35,1.0,4,4,1.0,0.632,0.697,2,2,0,0,52,35,1.0,4,4,1.0,0.632,0.697,2,0,0,2,59,27,0.0,4,2,0.5,0.4,0.517,2,0,0,2,59,27,0.0,4,2,0.5,0.4,0.517
Mirage,1,112,107,1,0,0,1,25,9,0.0,2,1,0.5,0.6,0.0,1,0,0,1,25,9,0.0,2,1,0.5,0.6,0.0,3,3,0,0,78,48,1.0,6,5,0.833,0.675,0.553,3,3,0,0,78,48,1.0,6,5,0.833,0.675,0.553
Mirage,-1,95,68,9,6,0,3,230,128,0.667,18,11,0.611,0.677,0.4,9,6,0,3,230,128,0.667,18,11,0.611,0.677,0.4,6,4,0,2,164,88,0.667,12,8,0.667,0.718,0.398,6,4,0,2,164,88,0.667,12,8,0.667,0.718,0.398
Mirage,-1,62,86,9,5,0,4,228,116,0.556,18,8,0.444,0.557,0.443,9,5,0,4,228,116,0.556,18,8,0.444,0.557,0.443,9,5,0,4,241,129,0.556,18,10,0.556,0.608,0.457,9,5,0,4,241,129,0.556,18,10,0.556,0.608,0.457
Inferno,-1,158,138,1,0,0,1,28,12,0.0,2,2,1.0,0.467,0.385,1,0,0,1,28,12,0.0,2,2,1.0,0.467,0.385,2,0,0,2,55,23,0.0,4,1,0.25,0.519,0.321,2,0,0,2,55,23,0.0,4,1,0.25,0.519,0.321
Dust2,1,86,158,8,6,0,2,204,115,0.75,16,11,0.688,0.651,0.5,8,6,0,2,204,115,0.75,16,11,0.688,0.651,0.5,1,0,0,1,26,10,0.0,2,0,0.0,0.455,0.333,1,0,0,1,26,10,0.0,2,0,0.0,0.455,0.333
Overpass,-1,160,127,6,4,0,2,187,97,0.667,12,8,0.667,0.566,0.466,6,4,0,2,187,97,0.667,12,8,0.667,0.566,0.466,10,5,0,5,260,129,0.5,20,11,0.55,0.624,0.362,10,5,0,5,260,129,0.5,20,11,0.55,0.624,0.362
Mirage,-1,183,68,1,0,0,1,23,7,0.0,2,1,0.5,0.25,0.333,1,0,0,1,23,7,0.0,2,1,0.5,0.25,0.333,7,5,0,2,188,104,0.714,14,9,0.643,0.721,0.412,7,5,0,2,188,104,0.714,14,9,0.643,0.721,0.412
Dust2,-1,134,95,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,6,3,0,3,153,75,0.5,12,5,0.417,0.477,0.5,6,3,0,3,153,75,0.5,12,5,0.417,0.477,0.5
Inferno,1,85,112,3,3,0,0,81,51,1.0,6,4,0.667,0.606,0.646,3,3,0,0,81,51,1.0,6,4,0.667,0.606,0.646,2,1,0,1,61,31,0.5,4,1,0.25,0.467,0.548,2,1,0,1,61,31,0.5,4,1,0.25,0.467,0.548
Vertigo,1,134,107,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0,0,1,18,2,0.0,2,0,0.0,0.0,0.133,1,0,0,1,18,2,0.0,2,0,0.0,0.0,0.133
Ancient,1,85,68,1,0,0,1,26,10,0.0,2,1,0.5,0.364,0.4,1,0,0,1,26,10,0.0,2,1,0.5,0.364,0.4,6,5,0,1,161,99,0.833,12,6,0.5,0.632,0.595,6,5,0,1,161,99,0.833,12,6,0.5,0.632,0.595
Ancient,-1,112,95,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,11,5,0,6,282,133,0.455,22,12,0.545,0.469,0.474,11,5,0,6,282,133,0.455,22,12,0.545,0.469,0.474
Mirage,-1,127,62,10,4,0,6,273,127,0.4,20,7,0.35,0.474,0.459,10,4,0,6,273,127,0.4,20,7,0.35,0.474,0.459,10,5,0,5,270,136,0.5,20,9,0.45,0.553,0.441,10,5,0,5,270,136,0.5,20,9,0.45,0.553,0.441
Overpass,-1,160,86,7,4,0,3,209,103,0.571,14,9,0.643,0.585,0.398,7,4,0,3,209,103,0.571,14,9,0.643,0.585,0.398,6,5,0,1,154,90,0.833,12,8,0.667,0.653,0.519,6,5,0,1,154,90,0.833,12,8,0.667,0.653,0.519
Mirage,-1,138,62,2,2,0,0,50,32,1.0,4,3,0.75,0.682,0.607,2,2,0,0,50,32,1.0,4,3,0.75,0.682,0.607,11,6,0,5,298,152,0.545,22,10,0.455,0.563,0.443,11,6,0,5,298,152,0.545,22,10,0.455,0.563,0.443
Dust2,-1,160,158,1,0,0,1,23,7,0.0,2,2,1.0,0.333,0.25,1,0,0,1,23,7,0.0,2,2,1.0,0.333,0.25,2,0,0,2,46,14,0.0,4,0,0.0,0.308,0.3,2,0,0,2,46,14,0.0,4,0,0.0,0.308,0.3
Vertigo,-1,95,85,7,6,0,1,181,113,0.857,14,8,0.571,0.674,0.576,7,6,0,1,181,113,0.857,14,8,0.571,0.674,0.576,1,1,0,0,23,16,1.0,2,1,0.5,0.6,0.875,1,1,0,0,23,16,1.0,2,1,0.5,0.6,0.875
Mirage,1,68,134,8,6,0,2,216,120,0.75,16,10,0.625,0.713,0.417,8,6,0,2,216,120,0.75,16,10,0.625,0.713,0.417,3,1,0,2,85,40,0.333,6,3,0.5,0.477,0.463,3,1,0,2,85,40,0.333,6,3,0.5,0.477,0.463
Vertigo,1,107,183,2,0,0,2,43,11,0.0,4,2,0.5,0.333,0.2,2,0,0,2,43,11,0.0,4,2,0.5,0.333,0.2,1,0,0,1,23,7,0.0,2,1,0.5,0.125,0.4,1,0,0,1,23,7,0.0,2,1,0.5,0.125,0.4
Nuke,1,68,112,9,7,0,2,210,133,0.778,18,11,0.611,0.736,0.52,9,7,0,2,210,133,0.778,18,11,0.611,0.736,0.52,1,0,0,1,41,19,0.0,2,2,1.0,0.619,0.3,1,0,0,1,41,19,0.0,2,2,1.0,0.619,0.3
Ancient,1,107,85,3,2,0,1,84,46,0.667,6,5,0.833,0.444,0.667,3,2,0,1,84,46,0.667,6,5,0.833,0.444,0.667,2,1,0,1,62,29,0.5,4,2,0.5,0.483,0.455,2,1,0,1,62,29,0.5,4,2,0.5,0.483,0.455
Dust2,-1,183,134,2,0,0,2,52,20,0.0,4,1,0.25,0.517,0.217,2,0,0,2,52,20,0.0,4,1,0.25,0.517,0.217,1,0,0,1,30,14,0.0,2,2,1.0,0.533,0.4,1,0,0,1,30,14,0.0,2,2,1.0,0.533,0.4
Mirage,-1,158,62,1,0,0,1,22,6,0.0,2,0,0.0,0.333,0.143,1,0,0,1,22,6,0.0,2,0,0.0,0.333,0.143,12,7,0,5,326,168,0.583,24,11,0.458,0.566,0.451,12,7,0,5,326,168,0.583,24,11,0.458,0.566,0.451
Vertigo,1,127,138,6,0,0,6,172,67,0.0,12,5,0.417,0.441,0.329,6,0,0,6,172,67,0.0,12,5,0.417,0.441,0.329,4,1,0,3,111,50,0.25,8,2,0.25,0.528,0.379,4,1,0,3,111,50,0.25,8,2,0.25,0.528,0.379
Nuke,1,200,200,2,1,0,1,55,30,0.5,4,1,0.25,0.633,0.44,2,1,0,1,55,30,0.5,4,1,0.25,0.633,0.44,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Inferno,1,200,200,4,2,0,2,83,43,0.5,8,4,0.5,0.485,0.54,4,2,0,2,83,43,0.5,8,4,0.5,0.485,0.54,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Inferno,1,200,200,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Nuke,1,200,200,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Ancient,1,200,200,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Mirage,1,200,200,1,0,0,1,29,13,0.0,2,1,0.5,0.333,0.571,1,0,0,1,29,13,0.0,2,1,0.5,0.333,0.571,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Inferno,1,46,96,5,2,0,3,121,60,0.4,10,6,0.6,0.516,0.474,5,2,0,3,121,60,0.4,10,6,0.6,0.516,0.474,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9,5,0,4,242,120,0.556,18,4,0.222,0.504,0.488
Nuke,1,46,96,7,7,0,0,205,118,1.0,14,11,0.786,0.638,0.523,7,7,0,0,205,118,1.0,14,11,0.786,0.638,0.523,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,15,10,0,5,414,226,0.667,30,14,0.467,0.611,0.486
Dust2,1,19,38,5,3,0,2,141,74,0.6,10,5,0.5,0.623,0.406,5,3,0,2,141,74,0.6,10,5,0.5,0.623,0.406,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,6,4,0,2,173,90,0.667,12,8,0.667,0.511,0.531
Vertigo,-1,19,38,3,3,0,0,72,48,1.0,6,3,0.5,0.758,0.59,4,3,0,1,102,62,0.75,8,5,0.625,0.667,0.556,2,1,0,1,65,34,0.5,4,2,0.5,0.517,0.528,17,11,0,6,463,256,0.647,34,12,0.353,0.529,0.573
Ancient,-1,19,38,6,2,0,4,156,73,0.333,12,6,0.5,0.603,0.364,9,5,0,4,228,121,0.556,18,10,0.556,0.695,0.39,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,11,6,0,5,312,157,0.545,22,9,0.409,0.597,0.428
Mirage,1,18,53,6,5,0,1,164,87,0.833,12,5,0.417,0.611,0.432,6,5,0,1,164,87,0.833,12,5,0.417,0.611,0.432,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,6,2,0,4,173,78,0.333,12,4,0.333,0.549,0.341
Nuke,1,18,53,10,6,0,4,262,128,0.6,20,11,0.55,0.639,0.364,10,6,0,4,262,128,0.6,20,11,0.55,0.639,0.364,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9,5,0,4,240,120,0.556,18,9,0.5,0.639,0.386
Ancient,1,200,200,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Mirage,-1,200,200,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Overpass,-1,200,200,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Inferno,1,67,98,11,8,0,3,285,160,0.727,22,11,0.5,0.676,0.448,11,8,0,3,285,160,0.727,22,11,0.5,0.676,0.448,7,3,0,4,184,82,0.429,14,4,0.286,0.336,0.597,7,3,0,4,184,82,0.429,14,4,0.286,0.336,0.597
Mirage,1,67,98,18,13,0,5,522,282,0.722,36,22,0.611,0.566,0.52,18,13,0,5,522,282,0.722,36,22,0.611,0.566,0.52,8,4,0,4,225,114,0.5,16,8,0.5,0.576,0.43,8,4,0,4,225,114,0.5,16,8,0.5,0.576,0.43
Nuke,1,200,200,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,26,16,1.0,2,2,1.0,0.909,0.4,1,1,0,0,26,16,1.0,2,2,1.0,0.909,0.4
Inferno,1,200,200,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Dust2,1,105,200,2,2,0,0,50,32,1.0,4,3,0.75,0.5,0.733,2,2,0,0,50,32,1.0,4,3,0.75,0.5,0.733,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Overpass,1,105,200,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Mirage,1,107,200,6,4,0,2,154,83,0.667,12,8,0.667,0.671,0.377,6,4,0,2,154,83,0.667,12,8,0.667,0.671,0.377,6,3,0,3,128,64,0.5,12,3,0.25,0.567,0.426,6,3,0,3,128,64,0.5,12,3,0.25,0.567,0.426
Ancient,-1,107,200,9,5,0,4,223,106,0.556,18,9,0.5,0.465,0.484,9,5,0,4,223,106,0.556,18,9,0.5,0.465,0.484,3,1,0,2,77,35,0.333,6,2,0.333,0.439,0.472,3,1,0,2,77,35,0.333,6,2,0.333,0.439,0.472
Dust2,1,107,200,5,2,0,3,130,59,0.4,10,5,0.5,0.439,0.466,5,2,0,3,130,59,0.4,10,5,0.5,0.439,0.466,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Overpass,-1,123,109,2,2,0,0,51,32,1.0,4,3,0.75,0.762,0.533,2,2,0,0,51,32,1.0,4,3,0.75,0.762,0.533,6,3,0,3,179,94,0.5,12,6,0.5,0.558,0.5,6,3,0,3,179,94,0.5,12,6,0.5,0.558,0.5
Nuke,1,123,109,1,1,0,0,19,16,1.0,2,2,1.0,0.867,0.75,1,1,0,0,19,16,1.0,2,2,1.0,0.867,0.75,4,2,0,2,102,52,0.5,8,4,0.5,0.63,0.375,4,2,0,2,102,52,0.5,8,4,0.5,0.63,0.375
Dust2,-1,123,109,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,3,0,0,3,68,20,0.0,6,1,0.167,0.306,0.281,3,0,0,3,68,20,0.0,6,1,0.167,0.306,0.281
Inferno,1,26,48,3,2,0,1,71,37,0.667,6,4,0.667,0.511,0.538,9,6,0,3,233,129,0.667,18,13,0.722,0.537,0.577,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9,5,0,4,238,119,0.556,18,9,0.5,0.517,0.483
Ancient,1,26,48,3,1,0,2,85,41,0.333,6,1,0.167,0.439,0.523,5,3,0,2,131,73,0.6,10,3,0.3,0.563,0.55,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,7,2,0,5,174,79,0.286,14,6,0.429,0.542,0.346
Mirage,1,59,29,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,18,12,0,6,484,262,0.667,36,15,0.417,0.661,0.412,6,3,0,3,160,77,0.5,12,6,0.5,0.541,0.413,6,3,0,3,160,77,0.5,12,6,0.5,0.541,0.413
Vertigo,1,59,29,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,8,2,0,6,213,96,0.25,16,7,0.438,0.492,0.396,5,4,0,1,127,71,0.8,10,5,0.5,0.636,0.475,5,4,0,1,127,71,0.8,10,5,0.5,0.636,0.475
Overpass,-1,20,39,1,1,0,0,20,16,1.0,2,2,1.0,0.733,1.0,1,1,0,0,20,16,1.0,2,2,1.0,0.733,1.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,2,0,0,2,53,21,0.0,4,2,0.5,0.385,0.407
Inferno,-1,20,39,5,2,0,3,129,63,0.4,10,3,0.3,0.493,0.483,7,4,0,3,187,95,0.571,14,4,0.286,0.485,0.533,1,1,0,0,36,19,1.0,2,1,0.5,0.722,0.333,9,4,0,5,249,126,0.444,18,10,0.556,0.556,0.438
Mirage,1,21,32,11,5,0,6,295,140,0.455,22,10,0.455,0.514,0.437,14,7,0,7,368,181,0.5,28,14,0.5,0.529,0.459,4,2,0,2,104,53,0.5,8,3,0.375,0.529,0.491,12,9,0,3,317,176,0.75,24,13,0.542,0.576,0.535
Nuke,1,21,32,6,3,0,3,172,91,0.5,12,9,0.75,0.605,0.453,10,4,0,6,286,149,0.4,20,15,0.75,0.623,0.407,3,1,0,2,80,38,0.333,6,2,0.333,0.489,0.457,7,3,0,4,181,89,0.429,14,5,0.357,0.535,0.439
Overpass,-1,23,30,9,3,0,6,236,109,0.333,18,7,0.389,0.466,0.456,11,3,0,8,295,133,0.273,22,8,0.364,0.459,0.441,8,6,0,2,190,106,0.75,16,9,0.562,0.629,0.517,17,13,0,4,413,236,0.765,34,19,0.559,0.635,0.528
Nuke,-1,23,30,5,3,0,2,142,70,0.6,10,5,0.5,0.662,0.351,8,6,0,2,228,121,0.75,16,10,0.625,0.631,0.448,10,4,0,6,282,140,0.4,20,14,0.7,0.563,0.42,22,7,0,15,585,274,0.318,44,23,0.523,0.545,0.375
Inferno,1,66,18,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,6,4,0,2,150,77,0.667,12,3,0.25,0.603,0.429,9,5,0,4,250,126,0.556,18,9,0.5,0.545,0.465,9,5,0,4,250,126,0.556,18,9,0.5,0.545,0.465
Vertigo,-1,66,18,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,10,5,0,5,258,128,0.5,20,13,0.65,0.532,0.463,4,1,0,3,111,46,0.25,8,3,0.375,0.438,0.397,4,1,0,3,111,46,0.25,8,3,0.375,0.438,0.397
Mirage,1,66,18,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,8,6,0,2,241,129,0.75,16,10,0.625,0.587,0.492,7,6,0,1,189,103,0.857,14,7,0.5,0.63,0.449,7,6,0,1,189,103,0.857,14,7,0.5,0.63,0.449
Overpass,-1,21,20,1,0,0,1,25,9,0.0,2,1,0.5,0.5,0.267,7,4,0,3,157,87,0.571,14,8,0.571,0.625,0.464,1,1,0,0,20,16,1.0,2,2,1.0,0.733,1.0,2,1,0,1,50,30,0.5,4,2,0.5,0.6,0.6
Ancient,-1,21,20,1,1,0,0,28,16,1.0,2,1,0.5,0.769,0.4,4,2,0,2,107,51,0.5,8,4,0.5,0.586,0.347,4,4,0,0,107,64,1.0,8,5,0.625,0.74,0.474,6,6,0,0,153,96,1.0,12,7,0.583,0.829,0.429
Ancient,1,32,122,6,1,0,5,157,64,0.167,12,6,0.5,0.385,0.439,6,1,0,5,157,64,0.167,12,6,0.5,0.385,0.439,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9,3,0,6,276,131,0.333,18,10,0.556,0.521,0.426
Inferno,1,32,122,11,6,0,5,297,151,0.545,22,14,0.636,0.531,0.482,11,6,0,5,297,151,0.545,22,14,0.636,0.531,0.482,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,19,8,0,11,519,249,0.421,38,16,0.421,0.455,0.504
Dust2,1,126,38,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0,0,1,29,13,0.0,2,1,0.5,0.6,0.286,7,4,0,3,193,94,0.571,14,9,0.643,0.477,0.5,7,4,0,3,193,94,0.571,14,9,0.643,0.477,0.5
Ancient,-1,126,38,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,4,2,0,2,111,56,0.5,8,3,0.375,0.603,0.396,12,7,0,5,340,173,0.583,24,10,0.417,0.584,0.446,12,7,0,5,340,173,0.583,24,10,0.417,0.584,0.446
Overpass,-1,126,38,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,6,4,0,2,157,83,0.667,12,7,0.583,0.639,0.405,12,3,0,9,324,145,0.25,24,13,0.542,0.455,0.438,12,3,0,9,324,145,0.25,24,13,0.542,0.455,0.438
Nuke,-1,34,200,11,4,0,7,284,133,0.364,22,12,0.545,0.563,0.383,11,4,0,7,284,133,0.364,22,12,0.545,0.563,0.383,4,3,0,1,86,54,0.75,8,6,0.75,0.776,0.432,8,6,0,2,185,117,0.75,16,10,0.625,0.72,0.529
Inferno,-1,34,200,19,12,0,7,522,280,0.632,38,23,0.605,0.578,0.502,19,12,0,7,522,280,0.632,38,23,0.605,0.578,0.502,4,2,0,2,96,48,0.5,8,4,0.5,0.576,0.378,5,3,0,2,131,67,0.6,10,6,0.6,0.566,0.436
